SKU,ItemTitle,ItemDescription,ItemBulletPoint,ItemDescription_2,Manufacturer,MfrPartNum,SellUOM,ItemPrice,ItemFactTag,Segment,Segment Name,Category,Category Name,Class,Class Name,Sub-Class,Sub-Class Name
32143,"Brown Trout Monthly Regional Wall Calendar, 12"" x 24"", California National Parks, January To December 2022","Brighten up your work space with the beautiful Brown Trout Monthly Regional Wall Calendar. Spacious daily blocks have plenty of room for appointment times, to-do's, reminders and events.",<ul><li>1 page per month. Daily blocks offer space to plan.</li> <li>12 months: January to December.</li> <li>Pages are securely stapled.</li> <li>Beautiful California National Parks photos brighten your space.</li></ul>,,BROWNTROUT PUBLISHERS INC.,9.78198e+12,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31757,"Graphique Inspirational Monthly Wall Calendar, 12"" x 12"", Blessings, January To December 2022","Add some stylish flair to your workspace with a Graphique Inspirational Monthly Wall Calendar. Spacious spreads give you plenty of room for to-do's, notes, appointments and reminders throughout the month.","<ul><li>1 page per month.</li> <li>Monthly spreads include large daily blocks with dates in English, French and Spanish.</li> <li>12 months: January to December.</li> <li>Pages are securely stapled.</li></ul>",,GRAPHIQUE DE FRANCE,CY01922,EA,,* Blessings design,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31933,"Lang Turner Licensing Monthly Wall Calendar, 12"" x 24"", Dallas Stars, January to December 2022","Show off your sports fandom with a Lang Turner Licensing monthly wall calendar. Each calendar features detailed full-color photos of your favorite players, teams and stadiums to brighten your workspace each month.",<ul><li>1 page per day with spacious daily blocks.</li> <li>12 months: January to December.</li> <li>Bonus page features September – December.</li> <li>Stapled binding for year-long durability.</li></ul>,,PERFECT TIMING INC,22998011939,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30395,"Willow Creek Press Scenic Monthly Wall Calendar, 12"" x 12"", Sunrise Sunset, January To December 2022","12 high-quality, full-color images make these Wall Calendars the best around.","<ul><li>1 page per month. Grids provide ample space to write important information.</li> <li>12 months: January to December. Holidays, observances and moon phases are marked.</li> <li>Made with high-quality paper.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Protective shrinkwrap</li> <li>Wrapped in protective shrink wrap.</li></ul>",,WILLOW CREEK PRESS,19757,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31259,"TF Publishing Humor Monthly Wall Calendar, 12"" x 12"", Office Bingo, January To December 2021","Give yourself a laugh every time you look at your TF Publishing Humor Monthly Wall Calendar. Large daily blocks give you plenty of space for organized scheduling, while the humorous theme brightens up your work space.",<ul><li>1 page per month.</li> <li>Monthly grids include large daily blocks for scheduling.</li> <li>12 months: January to December.</li> <li>Pages are securely saddle-stitched.</li></ul>,,"THE TIME FACTORY, INC.",21-1074,EA,15.31,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
32338,"Brown Trout Monthly Inspirational Wall Calendar, 12"" x 12"", Sunflower, January To December 2022","Keep track of your busy schedule with help from the Brown Trout Monthly Inspirational Wall Calendar. Large daily blocks offer ample writing space for appointments, reminders, events and to-do's.",<ul><li>1 page per month.</li> <li>Spacious daily blocks offer ample room to write.</li> <li>12 months: January to December.</li> <li>Pages are securely stapled.</li> <li>Beautiful Sunflower photos brighten your space.</li></ul>,,BROWNTROUT PUBLISHERS INC.,9.78198e+12,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31763,"Brown Trout Monthly Wall Calendar, 12"" x 12"", Thich Nhat Hanh, January To December 2022","Map out each month of the year with the Brown Trout Wall Calendar. Paired with eye-catching visuals, the grids provide ample room to plan.",<ul><li>1 page per month.</li> <li>12 months: January to December.</li> <li>Stapled binding keeps the pages together.</li> <li>East Asian-inspired artwork coincides with messages of wisdom and enlightenment from Zen Master Thich Nhat Hanh.</li></ul>,,BROWNTROUT PUBLISHERS INC.,9.78198e+12,EA,,* Thich Nhat Hanh design,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31885,"TF Publishing Scenic Wall Calendar, 12"" x 12"", Great Outdoors, January To December 2022","Mark down important dates and events with the TF Publishing scenic wall calendar. It features a variety of photographs, illustrations, and typographic elements that give each and every month a unique feel.",<ul><li>1 page per month.</li> <li>12 months: January to December. Contains a bonus 4-month spread from January to April.</li> <li>Printed on premium paper with saddle-stitched binding for durability.</li></ul>,,"THE TIME FACTORY, INC.",22-1059,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31196,"TF Publishing Monthly Wall Calendar, 12"" x 12"", Sloths, January To December 2021","Keep track of your appointments, reminders and deadlines with this TF Publishing Monthly Wall Calendar. The calendar offers ample space on each calendar grid to accommodate plenty of notes.",<ul><li>1 page per month.</li> <li>12 months: January to December.</li> <li>Pages are saddle stitched together.</li> <li>Features 13 full-color images.</li> <li>Includes a 4-month view of January to April 2022.</li> <li>Calendar is printed on premium gloss paper.</li></ul>,,"THE TIME FACTORY, INC.",21-1010,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
32253,"Willow Creek Press Monthly Mini Wall Calendar, 7"" x 7"", Getting Squirrely, January To December 2022","Personalize your work space and stay on top of your schedule with help from the Willow Creek Press Monthly Mini Wall Calendar. Spacious monthly spreads include large daily blocks for planning and a dedicated notes section to include reminders, to-do's and","<ul><li>2 pages per month.</li> <li>Spreads include large daily blocks, international holidays, a notes section and moon phases.</li> <li>12 months: January to December.</li> <li>Made from 100-lb paper stock.</li> <li>Pages are securely stapled.</li> <li>7"" x 7"" size (opens to 14"" tall x 7"" wide)</li> <li>Large spaces to write</li> <li>18 months of usable grids</li> <li>Bonus information like holidays, observances and moon phases</li> <li>High-quality paper stock</li> <li>Protective shrinkwrap</li></ul>",,WILLOW CREEK PRESS,20869,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31198,"TF Publishing Monthly Wall Calendar, 12"" x 12"", Cat-A-Day, January To December 2021","Keep track of your appointments, reminders and deadlines with this TF Publishing Monthly Wall Calendar. The calendar offers ample space on each calendar grid to accommodate plenty of notes.","<ul><li>1 page per month.</li> <li>12 months: January to December.</li> <li>Pages are saddle stitched together.</li> <li>Calendar grids span the entire 12"" x 24"" spread.</li> <li>Each day features another cat and offers space to write down reminders.</li> <li>Includes a 4-month view of January to April 2022.</li></ul>",,"THE TIME FACTORY, INC.",21-1013,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31461,,,<ul></ul>,,PERFECT TIMING INC,21998011934,EA,17.79,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
32031,"Lang Turner Licensing Monthly Wall Calendar, 12"" x 24"", Kentucky Wildcats, January to December 2022","Show off your sports fandom with a Lang Turner Licensing monthly wall calendar. Each calendar features detailed full-color photos of your favorite players, teams and stadiums to brighten your workspace each month.",<ul><li>1 page per day with spacious daily blocks.</li> <li>12 months: January to December.</li> <li>Bonus page features September – December.</li> <li>Stapled binding for year-long durability.</li></ul>,,PERFECT TIMING INC,22998011803,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30317,"Willow Creek Press Scenic Monthly Wall Calendar, 12"" x 12"", FSC® Certified, Appalachian Trail Travel & Events, January to December 2021, 10488","12 high-quality, full-color images make these Wall Calendars the best around.","<ul><li>1 page per month. Grids provide ample space to write important information.</li> <li>12 months: January to December. Holidays, observances and moon phases are marked.</li> <li>Made with high-quality paper.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Protective shrinkwrap</li> <li>Each month's grid is accompanied by a photo of the inspiring beauty of the Appalachian Trail.</li> <li>Eco-conscious choice — has one or more meaningful eco-attributes or eco-labels.</li></ul>",,WILLOW CREEK PRESS,10488,EA,15.4,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30466,"Willow Creek Press Animals Monthly Wall Calendar, Bull Terriers, 12"" x 12"", January To December 2021","The wonderful visuals on this wall calendar from Willow Creek Press make it a worthy addition to your workspace. Plus, the large, unlined blocks give you the freedom to view multiple events and reminders at a glance.","<ul><li>1 page per month. Large, unlined blocks provide ample space to write activities, appointments, due dates and more.</li> <li>12 months: January to December. Displays holidays, observances and moon phases.</li> <li>High-quality paper stock is stapled together for secure binding.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Includes 12 stunning images of Bull Terriers.</li></ul>",,WILLOW CREEK PRESS,14783,EA,14.87,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31632,"Brown Trout Monthly Life Wall Calendar, 12"" x 12"", Psalms, January To December 2021","Brighten up your work space with a Brown Trout Monthly Life Wall Calendar. Each daily block offers plenty of open planning space, and unique images add a pop of personality to your office or desk.",<ul><li>1 page per month.</li> <li>Large daily blocks are ideal for notes and flexible scheduling.</li> <li>12 months: January to December.</li> <li>Pages are securely stapled.</li></ul>,,BROWNTROUT PUBLISHERS INC.,9.78198e+12,EA,15.33,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31684,"Day Designer Monthly Safety Wirebound Wall Calendar, 12"" x 15"", Peyton Navy, January To December 2022, 103627",Tackle your to-do list with this Day Designer Monthly Safety Wirebound Wall Calendar. This calendar provides space for date-specific appointments alongside a section for notes and lists to help you keep everything in order.,<ul><li>1 page per month.</li> <li>12 months: January to December.</li> <li>Top bound with a metallic twin-wire binding.</li> <li>Hanging loop makes wall mounting simple.</li> <li>Includes a section for notes and to-do lists with checkboxes.</li> <li>Designed in the Peyton Navy print.</li></ul>,,BLUE SKY THE COLOR OF IMAGINATION LLC,103627-22,EA,11.32,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29954,,Get a daily dose of your team all year round,<ul><li>Each page features full-color action shots of your favorite athletes.</li> <li>Scaled-down size is perfect for your dorm room or office cubicle. Measures 14” tall when opened.</li> <li>Finish off 2015 with this exclusive design! Includes 4 bonus months — September to December 2015.</li></ul>,,PERFECT TIMING INC,21998040567,EA,9.82,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
32414,"Lang Monthly Wall Calendar, 10”H x 13-7/16”W, Journey Home, January To December 2022",Stay on top of your busy schedule with help from the Lang monthly wall calendar. Each wall calendar features 12 full-color images to brighten your space.,<ul><li>1 page per month with spacious daily blocks.</li> <li>12 months: January to December.</li> <li>Linen-embossed paper stock offers durability.</li> <li>Brass hanging grommet helps prevent tearing.</li></ul>,,PERFECT TIMING INC,22991001920,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30721,"Willow Creek Press Animals Monthly Wall Calendar, 12"" x 12"", Herbee the Hedgehog, January to December 2022, 18293","The wonderful visuals on this wall calendar from Willow Creek Press make it a worthy addition to your workspace. Plus, the large, unlined blocks give you the freedom to view multiple events and reminders at a glance.","<ul><li>1 page per month. Large, unlined blocks provide ample space to write activities, appointments, due dates and more.</li> <li>12 months: January to December. Displays holidays, observances and moon phases.</li> <li>High-quality paper stock is stapled together for secure binding.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Humorous and adorable photos of this social media sensation with each monthly grid.</li></ul>",,WILLOW CREEK PRESS,18293,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31460,,,<ul></ul>,,PERFECT TIMING INC,21998011933,EA,17.74,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31375,,,<ul></ul>,,PERFECT TIMING INC,21998011826,EA,18.52,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30277,"Willow Creek Press Inspirational Monthly Wall Calendar, 12"" x 12"", God's Palette, January To December 2022","12 high-quality, full-color images make these Wall Calendars the best around.","<ul><li>1 page per month. Grids provide ample space to write important information.</li> <li>12 months: January to December. Holidays, observances and moon phases are marked.</li> <li>Made with high-quality paper.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Protective shrinkwrap</li> <li>Beautiful inspirational design.</li></ul>",,WILLOW CREEK PRESS,18088,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31645,"Blue Sky™ Monthly Wall Calendar, 12"" x 15"", Croix, July 2021 To June 2022, 127058",Brighten up your work space with a Blue Sky Monthly Wall Calendar. Unlined daily blocks allow you to freely schedule in as many activities each day as you need.,<ul><li>1 page per month.</li> <li>Unlined daily blocks for flexible planning.</li> <li>12 months: July to June.</li> <li>Wire hook is ideal for wall hanging.</li> <li>Pages are securely wire-bound.</li> <li>Stylish Croix design.</li></ul>,,BLUE SKY THE COLOR OF IMAGINATION LLC,127058,EA,12.57,"* Keeps you up to date 12"" x 15"" Croix July 2021 To June 2022",SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31873,"TF Publishing Scenic Wall Calendar, 12"" x 12"", Southern Living: Porches, January To December 2022","Mark down important dates and events with the TF Publishing scenic wall calendar. It features a variety of photographs, illustrations, and typographic elements that give each and every month a unique feel.",<ul><li>1 page per month.</li> <li>12 months: January to December. Contains a bonus 4-month spread from January to April.</li> <li>Printed on premium paper with saddle-stitched binding for durability.</li></ul>,,"THE TIME FACTORY, INC.",22-1068,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30265,"Willow Creek Press Inspirational Monthly Wall Calendar, 12"" x 12"", FSC® Certified, Motivationals, January to December 2021, 12642","12 high-quality, full-color images make these Wall Calendars the best around.","<ul><li>1 page per month. Grids provide ample space to write important information.</li> <li>12 months: January to December. Holidays, observances and moon phases are marked.</li> <li>Made with high-quality paper.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Protective shrinkwrap</li> <li>Captivating photos on each monthly spread motivate you to achieve your dreams.</li> <li>Eco-conscious choice — has one or more meaningful eco-attributes or eco-labels.</li></ul>",,WILLOW CREEK PRESS,12642,EA,16.05,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31465,,,<ul></ul>,,PERFECT TIMING INC,21998011938,EA,17.34,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31853,"TF Publishing Animal Wall Calendar, 12"" x 12"", Backyard Birds, January To December 2022",Go wild with this TF Publishing Animal Wall Calendar. This calendar provides plenty of planning space and adds a lively touch to your home or business office.,<ul><li>Monthly layouts.</li> <li>12 months: January to December.</li> <li>Premium paper promotes a smooth writing experience.</li> <li>Includes a 4-month spread for the following year.</li> <li>Highlights popular North American birds in vibrant photographs with labels.</li></ul>,,"THE TIME FACTORY, INC.",22-1001,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30570,"Willow Creek Press Animals Monthly Wall Calendar, Northwest Wildlife, 12"" x 12"", January To December 2021","The wonderful visuals on this wall calendar from Willow Creek Press make it a worthy addition to your workspace. Plus, the large, unlined blocks give you the freedom to view multiple events and reminders at a glance.","<ul><li>1 page per month. Large, unlined blocks provide ample space to write activities, appointments, due dates and more.</li> <li>12 months: January to December. Displays holidays, observances and moon phases.</li> <li>High-quality paper stock is stapled together for secure binding.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Includes 12 stunning images of wildlife from Northwest woods.</li></ul>",,WILLOW CREEK PRESS,12789,EA,14.96,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31028,"Office Depot® Brand Monthly Wall Calendar, 22"" x 15"", Paradise, January To December 2022","Easily track events, vacation days and important deadlines with the Office Depot Brand Monthly Wall Calendar. With a full view of the current month alongside a yearly reference calendar, checking dates as you plan is simple.",<ul><li>1 page per month. Displays a full-year reference calendar on each page to help you plan.</li> <li>12 months: January to December.</li> <li>Wire binding makes it easy to flip from page to page.</li></ul>,,OFFICE DEPOT,ODUS2101-005,EA,13.96,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31778,"TF Publishing Humor Mini Wall Calendar, 7"" x 7"", Executive, January To December 2022","Spruce up your desk or locker with a TF Publishing Humor Mini Wall Calendar. Spacious monthly spreads have large daily blocks for filling in reminders, events, appointments and more to see everything upcoming in a quick glance.",<ul><li>1 page per month.</li> <li>Spreads include large daily blocks for flexible planning.</li> <li>Special pages include a preview of 4 months in the upcoming year.</li> <li>12 months: January to December.</li> <li>Pages are securely saddle-stitched.</li></ul>,,"THE TIME FACTORY, INC.",22-2144,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30594,"Willow Creek Press Animals Monthly Wall Calendar, Saint Bernards, 12"" x 12"", January To December 2021","The wonderful visuals on this wall calendar from Willow Creek Press make it a worthy addition to your workspace. Plus, the large, unlined blocks give you the freedom to view multiple events and reminders at a glance.","<ul><li>1 page per month. Large, unlined blocks provide ample space to write activities, appointments, due dates and more.</li> <li>12 months: January to December. Displays holidays, observances and moon phases.</li> <li>High-quality paper stock is stapled together for secure binding.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Includes 12 stunning images of Saint Bernards.</li></ul>",,WILLOW CREEK PRESS,13212,EA,15.01,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30755,"Willow Creek Press Animals Monthly Wall Calendar, 12"" x 12"", Just Cavalier King Charles Spaniel Puppies, January to December 2022, 17388","The wonderful visuals on this wall calendar from Willow Creek Press make it a worthy addition to your workspace. Plus, the large, unlined blocks give you the freedom to view multiple events and reminders at a glance.","<ul><li>1 page per month. Large, unlined blocks provide ample space to write activities, appointments, due dates and more.</li> <li>12 months: January to December. Displays holidays, observances and moon phases.</li> <li>High-quality paper stock is stapled together for secure binding.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Pictures of these playful puppies on each monthly spread to make you smile throughout the day.</li></ul>",,WILLOW CREEK PRESS,17388,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31428,,,<ul></ul>,,PERFECT TIMING INC,21998011899,EA,16.87,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30414,"Willow Creek Press Scenic Monthly Wall Calendar, 12"" x 12"", Appalachian Trail, January To December 2022","12 high-quality, full-color images make these Wall Calendars the best around.","<ul><li>1 page per month. Grids provide ample space to write important information.</li> <li>12 months: January to December. Holidays, observances and moon phases are marked.</li> <li>Made with high-quality paper.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Protective shrinkwrap</li> <li>Wrapped in protective shrink wrap.</li></ul>",,WILLOW CREEK PRESS,16640,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
32465,,"Jot down appointments, reminders and deadlines within the pages of your Office Depot Brand Deco Wall Calendar. Spacious blocks give you plenty of writing space.","<ul><li>Covers 12 months from January – December for a full year of planning</li> <li>One month is over two pages with a full-color photo at the top and calendar page on the bottom. Jot down plans and notes in the 1 5/16"" x 1 9/16"" calendar blocks.</li> <li>Includes downloadable digital wallpaper for both desktop and mobile devices</li> <li>Hang on a wall in your home, office or at school for a full year of planning and beyond</li> <li>Printed on glossy paper stock suitable for pen and pencil notetaking. Measures 12"" x 12"" when closed, 12"" x 24"" when open.</li></ul>",,"ACCO BRANDS USA, LLC",ODE3221021,EA,1.47,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31122,"TF Publishing Humor Monthly Wall Calendar, 12"" x 12"", A Calendar Of Sarcasm, January to December 2022, 1046","Show off your funny side with this TF Publishing Humor Monthly Wall Calendar. You can jot down your appointments, reminders and other meetings on the spacious layouts.","<ul><li>12 months: January to December.</li> <li>Features an additional 4-month spread that covers January to April of the following year.</li> <li>Pages are saddle stitched together.</li> <li>Funny, sarcastic phrases on each monthly spread to give you a laugh.</li></ul>",,"THE TIME FACTORY, INC.",22-1046,EA,,* A Calendar Of Sarcasm design,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31307,"TF Publishing Mini Inspirational Monthly Wall Calendar, 7"" x 7"", Unicorns, January To December 2021","Schedule your days, weeks and months ahead while also feeling motivated with the TF Publishing Mini Inspirational Monthly Wall Calendar. Each spread covers 1 month, so you can keep track of important deadlines, reminders and appointments.",<ul><li>1 page per month.</li> <li>12 months: January to December.</li> <li>Pages are saddle stitched together.</li> <li>Features 13 illustrations with motivating messages.</li> <li>Boasts a 4-month view of January to April 2022.</li> <li>Calendar is printed on premium matte paper.</li></ul>,,"THE TIME FACTORY, INC.",21-2055,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31439,,,<ul></ul>,,PERFECT TIMING INC,21998011910,EA,18.21,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31266,"TF Publishing Sports Monthly Wall Calendar, 12"" x 12"", Corvette, January To December 2021","Keep track of important dates while also showing off your fandom with this TF Publishing Sports Monthly Wall Calendar. The calendar features colorful photographs for each month and the spacious layout offers plenty of room to accommodate appointments, rem",<ul><li>1 page per month.</li> <li>12 months: January to December. Also includes a 4-month view of January to April of the following year.</li> <li>Pages are saddle stitched together for durability.</li></ul>,,"THE TIME FACTORY, INC.",21-1058,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30392,"Willow Creek Press Scenic Monthly Wall Calendar, 12"" x 12"", Space Travel Art, January To December 2022","12 high-quality, full-color images make these Wall Calendars the best around.","<ul><li>1 page per month. Grids provide ample space to write important information.</li> <li>12 months: January to December. Holidays, observances and moon phases are marked.</li> <li>Made with high-quality paper.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Protective shrinkwrap</li> <li>Wrapped in protective shrink wrap.</li></ul>",,WILLOW CREEK PRESS,21309,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31233,"TF Publishing Scenic Monthly Wall Calendar, 12"" x 12"", Epic Adventures Of The World, January To December 2021","Brighten up your work space by hanging a TF Publishing Scenic Monthly Wall Calendar. Each monthly grid includes daily blocks with plenty of space for scheduling events and appointments, and full-color images add a touch of personality to your office.",<ul><li>1 page per month.</li> <li>Monthly grids include large daily blocks for scheduling.</li> <li>12 months: January to December.</li> <li>Includes a bonus 4-month view from January to April.</li> <li>Pages are securely saddle-stitched.</li></ul>,,"THE TIME FACTORY, INC.",21-1170,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
32006,"Lang Turner Licensing Monthly Wall Calendar, 12"" x 24"", Kevin Durant, January to December 2022","Show off your sports fandom with a Lang Turner Licensing monthly wall calendar. Each calendar features detailed full-color photos of your favorite players, teams and stadiums to brighten your workspace each month.",<ul><li>1 page per day with spacious daily blocks.</li> <li>12 months: January to December.</li> <li>Bonus page features September – December.</li> <li>Stapled binding for year-long durability.</li></ul>,,PERFECT TIMING INC,22998012166,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30522,"Willow Creek Press Animals Monthly Wall Calendar, Goats, 12"" x 12"", January To December 2021","The wonderful visuals on this wall calendar from Willow Creek Press make it a worthy addition to your workspace. Plus, the large, unlined blocks give you the freedom to view multiple events and reminders at a glance.","<ul><li>1 page per month. Large, unlined blocks provide ample space to write activities, appointments, due dates and more.</li> <li>12 months: January to December. Displays holidays, observances and moon phases.</li> <li>High-quality paper stock is stapled together for secure binding.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Includes 12 stunning images of goats.</li></ul>",,WILLOW CREEK PRESS,11843,EA,15.26,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30000,"Blue Sky™ Monthly Wall Calendar, 12"" x 12"", Rue Du Flore, January to December 2019","Pencil in appointments, vacations, birthdays and other events. This calendar helps you maintain an organized schedule across each month and coordinates with other Blue Sky planning products (sold separately).",<ul><li>1 page per month.</li> <li>12 months: January to December.</li> <li>Wire binding makes it easy to flip from page to page.</li> <li>Reference calendars aid in planning.</li></ul>,,BLUE SKY THE COLOR OF IMAGINATION LLC,113139,EA,0.01,* Keep track of important events * Rue Du Flore design * 1 page per month Office Depot planners FORAY pens Office Depot paper,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30551,"Willow Creek Press Animals Monthly Wall Calendar, Doug The Pug, 12"" x 12"", January To December 2021","The wonderful visuals on this wall calendar from Willow Creek Press make it a worthy addition to your workspace. Plus, the large, unlined blocks give you the freedom to view multiple events and reminders at a glance.","<ul><li>1 page per month. Large, unlined blocks provide ample space to write activities, appointments, due dates and more.</li> <li>12 months: January to December. Displays holidays, observances and moon phases.</li> <li>High-quality paper stock is stapled together for secure binding.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Includes 12 unique images of the Internet-famous, Doug the Pug.</li></ul>",,WILLOW CREEK PRESS,14301,EA,16.35,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
